Lane.accession,MLST,Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERR435118,372,11679_4#19,2001,S,,,R,S,S,S,,S,,,S
ERR435130,83,11679_4#31,2004,S,S,,R,R,R,S,,S,,,S
ERR434990,88,11658_7#60,2001,S,,,S,S,S,S,,S,,,S
ERR434453,5308,11657_7#3,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434742,5375,11658_5#4,2007,S,S,R,,R,S,S,S,S,S,R,S
ERR434873,5640,11658_6#39,2011,S,S,R,,S,S,S,S,S,S,R,R
ERR435043,5430,11658_8#40,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435048,5593,11658_8#45,2011,S,S,R,,R,R,S,R,S,S,R,S
ERR435391,5328,11679_7#4,2010,S,S,R,,R,S,R,R,S,S,S,S
ERR435487,5585,11679_8#4,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR439536,5364,11791_3#4,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434259,10,11657_5#1,2006,S,S,R,,R,S,S,S,S,S,R,R
ERR434366,10,11657_6#12,2010,S,S,R,,S,S,S,S,S,S,R,S
ERR434557,10,11658_3#11,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR434560,10,11658_3#14,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434670,10,11658_4#28,2012,S,S,R,,R,S,S,S,S,S,R,S
ERR434756,10,11658_5#18,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434739,10,11658_5#1,2006,S,S,R,,S,S,S,S,S,S,R,R
ERR435109,10,11679_4#10,2011,S,S,R,,R,S,S,S,S,S,R,S
ERR439634,5606,11791_6#6,2009,S,S,R,,R,S,S,S,S,S,R,S
ERR439681,10,11791_7#17,2009,S,S,R,,R,R,S,S,S,S,R,S
ERR434769,12,11658_5#31,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434784,12,11658_5#46,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434745,12,11658_5#7,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434861,12,11658_6#27,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434878,5389,11658_6#44,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434879,12,11658_6#45,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434889,12,11658_6#55,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR434944,12,11658_7#14,2008,S,R,R,,R,S,R,R,S,S,S,S
ERR435027,12,11658_8#24,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR435059,12,11658_8#56,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435208,12,11679_5#13,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR435299,12,11679_6#8,2011,S,S,R,,R,S,S,S,S,S,R,S
ERR439533,12,11791_3#1,2012,S,S,R,,R,,S,R,S,S,S,R
ERR439537,12,11791_3#5,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434275,14,11657_5#17,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434657,5484,11658_4#15,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434755,14,11658_5#17,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434854,14,11658_6#20,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434869,14,11658_6#35,2010,S,S,S,,S,S,S,S,S,S,R,S
ERR435056,14,11658_8#53,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434932,23,11658_7#2,2007,S,S,R,,S,S,S,S,S,S,S,S
ERR435306,23,11679_6#15,2012,S,S,R,,R,S,S,R,S,S,R,S
ERR434468,28,11657_7#18,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434278,38,11657_5#20,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434455,38,11657_7#5,2010,S,S,R,,R,S,S,S,S,S,R,S
ERR434883,38,11658_6#49,2012,S,R,R,,R,S,R,R,S,S,R,S
ERR435053,38,11658_8#50,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435055,38,11658_8#52,2012,S,S,R,,R,R,S,S,S,S,S,S
ERR435112,38,11679_4#13,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR435396,38,11679_7#9,2011,S,S,R,,R,S,S,S,S,S,R,S
ERR439690,38,11791_7#26,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434374,44,11657_6#20,2011,R,R,R,,R,S,R,R,R,R,R,R
ERR434460,46,11657_7#10,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR435032,46,11658_8#29,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434663,58,11658_4#21,2012,S,S,R,,R,S,S,S,S,S,R,S
ERR434886,58,11658_6#52,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR439694,58,11791_7#30,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434463,59,11657_7#13,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434553,59,11658_3#7,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434656,59,11658_4#14,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434846,59,11658_6#12,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434882,59,11658_6#48,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434659,62,11658_4#17,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434746,62,11658_5#8,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434272,69,11657_5#14,2010,S,S,R,,S,S,S,S,S,S,R,S
ERR434549,69,11658_3#3,2010,S,S,R,,S,S,S,S,S,S,R,S
ERR434636,69,11658_3#90,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434555,69,11658_3#9,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR434653,69,11658_4#11,2009,S,S,R,,R,S,S,S,S,S,R,S
ERR434654,69,11658_4#12,2009,S,S,R,,R,S,S,S,S,S,R,S
ERR434645,69,11658_4#3,2007,S,S,R,,R,R,S,S,S,S,R,S
ERR434748,69,11658_5#10,2007,S,S,R,,R,S,S,S,S,S,R,S
ERR434751,69,11658_5#13,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434787,5520,11658_5#49,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434794,69,11658_5#56,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434851,69,11658_6#17,2008,S,S,R,,S,S,S,S,S,S,R,S
ERR434853,69,11658_6#19,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434857,69,11658_6#23,2009,S,S,R,,R,S,S,S,S,S,S,S
ERR434866,69,11658_6#32,2009,S,S,S,,S,S,S,S,S,S,R,R
ERR434876,69,11658_6#42,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR434881,69,11658_6#47,2012,S,S,R,,R,S,S,S,S,S,R,S
ERR434964,69,11658_7#34,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434933,69,11658_7#3,2007,S,S,R,,S,S,S,S,S,S,R,S
ERR434936,69,11658_7#6,2008,S,S,R,,S,S,S,S,S,S,R,S
ERR435029,69,11658_8#26,2007,S,S,R,,S,S,S,S,S,S,R,R
ERR435060,69,11658_8#57,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR435199,69,11679_5#4,2011,S,S,R,,S,S,S,S,R,R,R,R
ERR435301,69,11679_6#10,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435295,69,11679_6#4,2010,S,S,S,,S,S,S,S,S,S,R,R
ERR435381,69,11679_6#90,2010,S,S,R,,S,S,S,S,S,S,R,S
ERR435300,69,11679_6#9,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435485,69,11679_8#2,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR439534,69,11791_3#2,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR439630,69,11791_6#2,2008,S,S,S,,S,S,S,S,S,S,R,R
ERR439631,69,11791_6#3,2008,S,S,R,,S,S,S,S,S,S,R,S
ERR439699,69,11791_7#36,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434270,73,11657_5#12,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434277,73,11657_5#19,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434261,73,11657_5#3,2007,S,S,R,,R,S,R,S,S,S,R,S
ERR434264,73,11657_5#6,2009,S,S,R,,R,,R,R,S,R,R,R
ERR434367,73,11657_6#13,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434373,73,11657_6#19,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR434378,73,11657_6#24,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR434357,73,11657_6#3,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434461,73,11657_7#11,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434467,73,11657_7#17,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR434451,73,11657_7#1,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434470,73,11657_7#20,2012,S,S,R,,S,S,R,S,S,S,S,S
ERR434454,73,11657_7#4,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434551,73,11658_3#5,2010,S,S,R,,R,S,S,S,S,S,R,S
ERR434661,73,11658_4#19,2009,S,S,R,,R,R,R,S,S,S,S,S
ERR434650,73,11658_4#8,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434750,73,11658_5#12,2007,S,S,R,,R,S,S,S,S,S,S,S
ERR434753,73,11658_5#15,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434754,73,11658_5#16,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434758,73,11658_5#20,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434761,73,11658_5#23,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434765,73,11658_5#27,2008,S,S,R,,R,S,R,R,S,S,S,S
ERR434767,73,11658_5#29,2009,S,S,R,,R,R,S,S,S,S,S,S
ERR434774,5253,11658_5#36,2009,S,S,R,,R,R,S,S,S,S,S,S
ERR434859,73,11658_6#25,2009,S,S,R,,R,S,R,R,S,S,S,S
ERR434836,5561,11658_6#2,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434867,73,11658_6#33,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434838,5546,11658_6#4,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434884,73,11658_6#50,2012,S,S,S,,S,S,S,S,S,S,R,S
ERR434885,73,11658_6#51,2012,S,S,R,,R,R,S,R,S,S,S,S
ERR434888,73,11658_6#54,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR434891,73,11658_6#57,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434839,73,11658_6#5,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434842,73,11658_6#8,2007,S,S,R,,R,S,S,S,S,S,S,S
ERR434843,73,11658_6#9,2007,S,S,R,,R,S,S,S,S,S,S,S
ERR434949,73,11658_7#19,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434952,73,11658_7#22,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434965,73,11658_7#35,2012,S,R,R,,S,S,R,R,S,S,R,R
ERR434966,73,11658_7#36,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434935,73,11658_7#5,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434939,73,11658_7#9,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435031,73,11658_8#28,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435034,73,11658_8#31,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435037,73,11658_8#34,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435038,73,11658_8#35,2009,S,S,R,,R,S,S,S,S,S,R,S
ERR435041,73,11658_8#38,2009,S,S,R,,R,S,S,S,S,S,R,S
ERR435046,73,11658_8#43,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435111,73,11679_4#12,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435115,73,11679_4#16,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR435101,73,11679_4#2,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435102,73,11679_4#3,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435106,73,11679_4#7,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435108,73,11679_4#9,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR435206,73,11679_5#11,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR435200,73,11679_5#5,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR435292,73,11679_6#1,2009,S,S,R,,R,R,S,S,S,S,R,S
ERR435398,73,11679_7#11,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR435493,73,11679_8#10,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439637,73,11791_6#10,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR439676,73,11791_7#12,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR439677,73,11791_7#13,2008,S,S,R,,R,R,S,S,S,S,S,S
ERR439678,73,11791_7#14,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR439683,73,11791_7#19,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR439666,73,11791_7#1,2007,S,S,R,,R,R,S,S,S,S,S,S
ERR439686,73,11791_7#22,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR439689,73,11791_7#25,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439692,73,11791_7#28,2012,S,S,R,,R,R,S,R,S,S,S,S
ERR439697,73,11791_7#34,2012,S,S,R,,R,R,S,R,S,S,S,S
ERR439669,73,11791_7#4,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434773,80,11658_5#35,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434852,80,11658_6#18,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434871,5351,11658_6#37,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434840,80,11658_6#6,2007,S,S,R,,S,S,S,S,S,S,S,S
ERR434951,80,11658_7#21,2009,S,S,R,,S,S,S,S,S,S,S,S
ERR434778,88,11658_5#40,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434747,88,11658_5#9,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434845,88,11658_6#11,2007,S,S,R,,R,S,S,S,S,S,R,S
ERR434850,88,11658_6#16,2008,R,R,R,,R,S,R,R,S,S,R,R
ERR439600,88,11791_3#68,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434792,91,11658_5#54,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434469,93,11657_7#19,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR439693,773,11791_7#29,2012,S,S,R,,S,S,S,S,S,S,S,R
ERR439668,93,11791_7#3,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434273,95,11657_5#15,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434260,95,11657_5#2,2007,S,S,R,,S,S,S,S,S,S,R,S
ERR434375,95,11657_6#21,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434376,95,11657_6#22,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434356,95,11657_6#2,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434360,95,11657_6#6,2009,S,S,R,,S,S,S,S,S,S,S,S
ERR434466,95,11657_7#16,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR434452,95,11657_7#2,2010,S,S,R,,R,R,S,S,S,S,S,S
ERR434458,5678,11657_7#8,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434658,95,11658_4#16,2009,S,S,R,,S,S,S,S,S,S,R,S
ERR434662,95,11658_4#20,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434666,95,11658_4#24,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434667,95,11658_4#25,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR434647,95,11658_4#5,2007,S,S,R,,S,S,S,S,S,S,S,S
ERR434768,95,11658_5#30,2009,S,S,R,,R,S,S,R,S,S,S,S
ERR434771,95,11658_5#33,2009,S,S,R,,R,S,S,S,S,S,S,S
ERR434744,95,11658_5#6,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434835,95,11658_6#1,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434860,95,11658_6#26,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434874,95,11658_6#40,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434890,95,11658_6#56,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434948,95,11658_7#18,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434931,95,11658_7#1,2007,S,S,R,,S,S,S,S,S,S,R,S
ERR434957,95,11658_7#27,2010,S,S,R,,R,R,S,S,S,S,S,S
ERR434959,95,11658_7#29,2011,S,S,R,,R,S,S,S,S,S,R,S
ERR435044,95,11658_8#41,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435049,95,11658_8#46,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR435050,95,11658_8#47,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR435051,95,11658_8#48,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR435057,95,11658_8#54,2012,S,S,R,,S,S,S,S,R,R,R,S
ERR435110,95,11679_4#11,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435114,95,11679_4#15,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435104,95,11679_4#5,2010,S,S,R,,S,S,S,S,S,S,R,R
ERR435198,95,11679_5#3,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435204,95,11679_5#9,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435388,95,11679_7#1,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435393,95,11679_7#6,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR435490,95,11679_8#7,2011,S,S,R,,S,S,S,S,S,S,R,R
ERR435492,95,11679_8#9,2012,S,S,R,,R,S,R,R,S,S,S,S
ERR439632,95,11791_6#4,2008,S,S,R,,S,S,S,S,S,S,R,S
ERR439675,95,11791_7#11,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR439679,95,11791_7#15,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR439682,95,11791_7#18,2009,S,S,R,,R,S,S,S,S,S,S,S
ERR439684,95,11791_7#20,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR439687,95,11791_7#23,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR439688,95,11791_7#24,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439696,95,11791_7#33,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439698,95,11791_7#35,2012,S,S,R,,S,S,S,S,S,S,R,R
ERR439680,101,11791_7#16,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR439633,104,11791_6#5,2009,S,S,R,,R,S,S,S,S,S,S,S
ERR434849,115,11658_6#15,2008,S,S,R,,S,S,S,S,S,S,R,R
ERR434655,117,11658_4#13,2009,S,R,R,,S,S,R,R,S,S,R,S
ERR434954,117,11658_7#24,2009,S,S,R,,S,S,S,S,S,S,R,S
ERR434371,127,11657_6#17,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434456,127,11657_7#6,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434652,127,11658_4#10,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434644,127,11658_4#2,2006,S,S,S,,S,S,S,S,S,S,S,S
ERR434759,127,11658_5#21,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434789,127,11658_5#51,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434793,127,11658_5#55,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434862,127,11658_6#28,2009,S,S,R,,S,S,S,S,S,S,S,S
ERR434837,127,11658_6#3,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR435039,127,11658_8#36,2009,S,S,R,,R,S,R,S,S,S,S,S
ERR435491,127,11679_8#8,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439695,127,11791_7#32,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR435205,129,11679_5#10,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434269,131,11657_5#11,2010,S,S,R,,R,S,S,S,S,S,R,R
ERR434271,131,11657_5#13,2010,S,S,R,,R,S,S,S,S,S,S,R
ERR434280,131,11657_5#22,2012,S,S,S,,S,S,R,S,S,S,S,R
ERR434282,131,11657_5#24,2012,R,R,R,,R,S,R,R,R,R,R,R
ERR434286,5432,11657_5#28,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434265,131,11657_5#7,2009,S,S,R,,S,S,S,S,S,S,S,R
ERR434266,5387,11657_5#8,2009,S,S,R,,R,S,R,S,R,R,S,R
ERR434365,131,11657_6#11,2010,S,S,R,,R,S,R,R,R,R,R,S
ERR434368,131,11657_6#14,2010,S,S,R,,R,R,S,S,R,S,R,R
ERR434370,131,11657_6#16,2010,S,S,R,,R,S,S,S,S,S,S,R
ERR434377,131,11657_6#23,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434361,131,11657_6#7,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434462,131,11657_7#12,2010,S,R,R,,R,S,R,R,R,R,R,R
ERR434471,131,11657_7#21,2012,S,S,R,,R,R,S,S,S,R,R,R
ERR434472,131,11657_7#22,2012,S,R,R,,S,S,R,R,S,S,R,R
ERR434473,131,11657_7#23,2012,S,R,R,,R,S,R,R,S,R,R,R
ERR434457,131,11657_7#7,2010,S,S,R,,S,S,S,S,S,S,R,S
ERR434550,131,11658_3#4,2010,S,S,S,,S,S,S,S,S,S,S,R
ERR434632,131,11658_3#86,2011,S,S,R,,S,S,S,S,S,S,S,R
ERR434554,131,11658_3#8,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434660,131,11658_4#18,2009,S,R,R,,R,S,R,R,S,R,R,R
ERR434664,131,11658_4#22,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434649,131,11658_4#7,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434749,131,11658_5#11,2007,S,S,R,,R,S,S,S,R,S,R,R
ERR434752,131,11658_5#14,2007,S,S,R,,S,S,S,S,S,S,S,R
ERR434757,131,11658_5#19,2008,S,R,R,,R,S,R,R,S,R,R,R
ERR434764,131,11658_5#26,2008,R,R,R,,R,S,R,R,S,R,R,R
ERR434766,131,11658_5#28,2009,S,R,R,,R,S,R,R,S,R,R,R
ERR434740,131,11658_5#2,2007,S,R,R,,R,S,R,R,S,R,R,R
ERR434770,131,11658_5#32,2009,S,S,R,,S,S,S,S,S,S,S,S
ERR434779,131,11658_5#41,2009,S,S,S,,S,S,S,S,S,S,R,R
ERR434780,131,11658_5#42,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434782,131,11658_5#44,2011,S,R,R,,R,S,R,R,R,R,S,R
ERR434788,5494,11658_5#50,2012,S,S,R,,S,S,S,S,S,S,R,S
ERR434791,131,11658_5#53,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434795,131,11658_5#57,2012,S,S,R,,R,S,S,S,S,S,S,S
ERR434743,131,11658_5#5,2007,S,S,R,,R,S,S,S,S,S,R,R
ERR434844,131,11658_6#10,2007,R,R,R,,R,S,R,R,S,R,R,R
ERR434847,131,11658_6#13,2008,S,R,R,,R,S,R,R,S,R,R,R
ERR434856,131,11658_6#22,2009,R,R,R,,R,S,R,R,S,S,S,S
ERR434868,131,11658_6#34,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434875,131,11658_6#41,2011,S,R,R,,S,S,R,R,S,S,S,R
ERR434877,131,11658_6#43,2012,,,,,,,,,,,,
ERR434887,131,11658_6#53,2012,S,S,R,,S,S,S,S,R,R,S,S
ERR434945,131,11658_7#15,2009,S,S,R,,R,S,R,S,S,R,R,R
ERR434946,131,11658_7#16,2009,R,S,R,,S,S,S,R,S,S,R,R
ERR434947,131,11658_7#17,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434953,131,11658_7#23,2009,S,S,R,,R,S,R,R,R,R,R,R
ERR434956,131,11658_7#26,2010,S,R,R,,R,S,R,R,S,R,R,R
ERR434960,131,11658_7#30,2012,S,R,R,,R,S,R,R,R,R,R,R
ERR434963,131,11658_7#33,2012,S,R,R,,R,S,R,R,S,R,R,R
ERR434937,131,11658_7#7,2008,R,R,R,,S,S,R,R,S,S,R,R
ERR434938,131,11658_7#8,2008,S,S,R,,R,S,S,S,R,R,R,R
ERR435030,131,11658_8#27,2007,S,S,S,,S,S,S,S,S,S,R,R
ERR435058,131,11658_8#55,2012,R,R,R,,R,S,R,R,S,R,R,R
ERR435103,131,11679_4#4,2010,S,S,R,,S,S,S,S,S,S,S,R
ERR435107,131,11679_4#8,2011,R,R,R,,R,R,R,R,S,R,R,R
ERR435207,131,11679_5#12,2012,S,S,R,,R,R,S,S,S,S,R,S
ERR435197,131,11679_5#2,2010,S,S,R,,R,S,R,S,S,S,R,R
ERR435298,131,11679_6#7,2011,S,S,R,,R,S,S,S,R,R,R,S
ERR435399,131,11679_7#12,2012,S,S,S,,S,S,S,S,S,S,R,S
ERR435392,131,11679_7#5,2011,S,R,R,,R,S,R,R,S,R,R,R
ERR435395,131,11679_7#8,2011,S,S,R,,S,S,S,S,S,S,R,R
ERR435494,131,11679_8#11,2012,R,R,R,,S,S,R,R,S,S,R,R
ERR435484,131,11679_8#1,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435489,131,11679_8#6,2011,S,S,R,,S,S,S,S,R,R,S,R
ERR439601,131,11791_3#69,2011,R,R,R,,R,R,R,R,S,S,S,R
ERR439638,131,11791_6#11,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR439629,131,11791_6#1,2007,S,S,R,,S,S,S,S,R,S,S,S
ERR439635,131,11791_6#7,2009,S,S,R,,R,S,R,S,S,R,R,R
ERR439636,131,11791_6#9,2010,S,S,S,,S,S,S,S,S,S,S,R
ERR439685,131,11791_7#21,2009,S,S,R,,S,S,S,S,S,S,S,S
ERR439667,131,11791_7#2,2007,S,S,R,,R,S,S,S,S,R,R,R
ERR439670,131,11791_7#5,2007,S,S,R,,S,S,S,S,R,R,R,R
ERR439672,131,11791_7#7,2007,R,R,R,,S,S,R,R,S,S,S,R
ERR434643,135,11658_4#1,2006,S,S,S,,S,S,R,S,S,S,S,S
ERR435028,136,11658_8#25,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR435105,141,11679_4#6,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434364,144,11657_6#10,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434480,144,11657_7#30,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434763,144,11658_5#25,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434772,144,11658_5#34,2009,S,S,S,,S,S,S,S,S,S,R,S
ERR435196,144,11679_5#1,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR435400,144,11679_7#13,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434962,155,11658_7#32,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434943,349,11658_7#13,2008,S,S,R,,R,R,R,S,S,S,R,S
ERR434369,357,11657_6#15,2010,S,S,R,,S,S,S,S,S,S,S,S
ERR434363,357,11657_6#9,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434474,357,11657_7#24,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434556,357,11658_3#10,2011,S,S,S,,S,S,R,S,S,S,S,S
ERR434775,357,11658_5#37,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435304,357,11679_6#13,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435397,357,11679_7#10,2012,S,S,S,,S,S,S,S,S,S,S,S
